,car_index,fuelType,owner_id,vehicle_make,vehicle_model,vehicle_type,vehicle_year
424,C0424,ELECTRIC,8566114,Tesla,Model 3,car,2018
425,C0425,GASOLINE,548476,Audi,A5,car,2018
426,C0426,GASOLINE,4722061,Mercedes-Benz,E-Class,car,2011
427,C0427,GASOLINE,8566114,Toyota,Tundra,truck,2015
428,C0428,HYBRID,4722061,Toyota,Prius v,car,2015
429,C0429,GASOLINE,9995451,Jaguar,XE,car,2018
430,C0430,HYBRID,8566114,Toyota,Prius,car,2010
431,C0431,GASOLINE,1581963,Lamborghini,Gallardo,car,2007
432,C0432,HYBRID,8566114,Toyota,Prius,car,2010
433,C0433,GASOLINE,1424132,Jeep,Wrangler Unlimited,suv,2019
434,C0434,GASOLINE,897554,Hyundai,Sonata,car,2017
435,C0435,GASOLINE,9995451,Land Rover,Range Rover,suv,2019
436,C0436,GASOLINE,897554,Volkswagen,CC,car,2013
437,C0437,GASOLINE,4126893,Nissan,Frontier,truck,2017
438,C0438,GASOLINE,14353368,Lexus,RX 350,suv,2017
439,C0439,GASOLINE,9980356,Mercedes-Benz,C-Class,car,2014
440,C0440,HYBRID,1424132,Toyota,Prius,car,2015
441,C0441,GASOLINE,10452226,Mitsubishi,Outlander,suv,2020
442,C0442,GASOLINE,8712055,Toyota,Sienna,minivan,2017
443,C0443,GASOLINE,10452226,Ford,Fiesta,car,2018
444,C0444,GASOLINE,1581963,Toyota,Sienna,minivan,2011
445,C0445,GASOLINE,1424132,Honda,Accord,car,2011
446,C0446,GASOLINE,2026318,Honda,Civic,car,2009
447,C0447,GASOLINE,2026318,Toyota,Corolla,car,2009
448,C0448,GASOLINE,2026318,Hyundai,Accent,car,2019
449,C0449,GASOLINE,2026318,Hyundai,Accent,car,2019
450,C0450,GASOLINE,9364230,Mazda,CX-9,suv,2013
451,C0451,GASOLINE,2026318,Toyota,Yaris,car,2009
452,C0452,HYBRID,3965077,Toyota,Prius,car,2015
453,C0453,GASOLINE,7001002,Ford,Fusion,car,2018
454,C0454,GASOLINE,7001002,Honda,Odyssey,minivan,2007
455,C0455,GASOLINE,7001002,Toyota,Sienna,minivan,2009
456,C0456,GASOLINE,6603880,Hyundai,Santa Fe,suv,2014
457,C0457,GASOLINE,1716468,Volkswagen,Jetta,car,2008
458,C0458,GASOLINE,6379067,Ford,Focus,car,2014
459,C0459,HYBRID,7040600,Toyota,Prius,car,2010
460,C0460,GASOLINE,10872554,BMW,5 Series,car,2012
461,C0461,GASOLINE,6134418,BMW,3 Series,car,2016
462,C0462,GASOLINE,6134418,Chevrolet,Cruze,car,2019
463,C0463,HYBRID,4282994,Ford,C-Max Hybrid,car,2017
464,C0464,GASOLINE,5631310,Honda,Civic,car,2015
465,C0465,GASOLINE,6134418,Chevrolet,Equinox,suv,2018
466,C0466,GASOLINE,4996747,Honda,Odyssey,minivan,2019
467,C0467,HYBRID,4996747,BMW,I8,car,2019
468,C0468,GASOLINE,14585,Lexus,RX 350,suv,2008
469,C0469,GASOLINE,4996747,Toyota,Corolla,car,2020
470,C0470,GASOLINE,14512735,Volvo,XC60,suv,2010
471,C0471,GASOLINE,7326774,Chevrolet,Cruze,car,2017
472,C0472,GASOLINE,7326774,Chrysler,200,car,2013
473,C0473,GASOLINE,7326774,Chevrolet,Sonic,car,2013
474,C0474,GASOLINE,7326774,Nissan,Versa,car,2012
475,C0475,GASOLINE,311958,Toyota,Camry,car,2017
476,C0476,GASOLINE,7326774,Pontiac,Solstice,car,2007
477,C0477,GASOLINE,311958,BMW,3 Series,car,2015
478,C0478,GASOLINE,6642682,Hyundai,Tucson,suv,2016
479,C0479,GASOLINE,14932786,Buick,Regal Sportback,car,2018
480,C0480,GASOLINE,6642682,Ram,1500,truck,2017
481,C0481,GASOLINE,14523830,Land Rover,Range Rover,suv,2015
482,C0482,GASOLINE,9753934,Chevrolet,Camaro,car,2019
483,C0483,ELECTRIC,624902,Tesla,Model S,car,2017
484,C0484,GASOLINE,622296,Ford,Mustang,car,2018
485,C0485,ELECTRIC,1332517,Tesla,Model 3,car,2019
486,C0486,GASOLINE,9753934,Ford,Mustang,car,2018
487,C0487,GASOLINE,4011743,BMW,M3,car,2011
488,C0488,GASOLINE,15303357,Mazda,Mazda3,car,2019
489,C0489,ELECTRIC,7067155,Tesla,Model 3,car,2018
490,C0490,GASOLINE,9753934,Ford,Mustang,car,2018
491,C0491,GASOLINE,1641245,Lexus,GX 460,suv,2018
492,C0492,GASOLINE,1641245,BMW,X5,suv,2015
493,C0493,GASOLINE,15353030,Ford,Mustang,car,2019
494,C0494,GASOLINE,5672289,BMW,2 Series,car,2016
495,C0495,ELECTRIC,2067771,Tesla,Model S,car,2017
496,C0496,GASOLINE,10462634,Nissan,Quest,minivan,2016
497,C0497,ELECTRIC,11286951,Tesla,Model 3,car,2018
498,C0498,GASOLINE,9753934,Chevrolet,Camaro,car,2014
499,C0499,ELECTRIC,624902,Tesla,Model Y,suv,2020
500,C0500,GASOLINE,8572280,Ford,Explorer,suv,2013
501,C0501,GASOLINE,6928332,Toyota,Highlander,suv,2011
502,C0502,GASOLINE,509511,Kia,Forte,car,2015
503,C0503,GASOLINE,4825416,Toyota,4Runner,suv,2010
504,C0504,GASOLINE,12173865,Chevrolet,Express,van,2015
505,C0505,GASOLINE,9753934,Volkswagen,Tiguan,suv,2016
506,C0506,GASOLINE,15680642,Jeep,Compass,suv,2020
507,C0507,GASOLINE,495552,Chevrolet,Cruze,car,2014
508,C0508,GASOLINE,4112200,Jaguar,F-TYPE,car,2018
509,C0509,GASOLINE,2890671,BMW,3 Series,car,2016
510,C0510,DIESEL,1037769,BMW,X5,suv,2012
511,C0511,GASOLINE,1923733,Volkswagen,Golf GTI,car,2020
512,C0512,GASOLINE,15291499,Nissan,Altima,car,2017
513,C0513,GASOLINE,8598643,Mercedes-Benz,GLC-Class,suv,2018
514,C0514,GASOLINE,13653919,Cadillac,CT6,car,2016
515,C0515,GASOLINE,8802840,Chevrolet,Silverado 1500,truck,2019
516,C0516,GASOLINE,1037769,BMW,3 Series,car,2015
517,C0517,GASOLINE,3293037,Jeep,Wrangler JK,suv,2018
518,C0518,ELECTRIC,488430,Tesla,Model S,car,2015
519,C0519,GASOLINE,1646321,Audi,A4,car,2018
520,C0520,GASOLINE,7588643,Audi,Q5,suv,2012
521,C0521,GASOLINE,1982296,Nissan,Maxima,car,2011
522,C0522,GASOLINE,8802840,Ford,Explorer,suv,2018
523,C0523,GASOLINE,355284,BMW,3 Series,car,2011
524,C0524,GASOLINE,15671801,Nissan,Altima,car,2016
525,C0525,GASOLINE,622296,Nissan,Sentra,car,2019
526,C0526,GASOLINE,7067155,Nissan,Altima,car,2013
527,C0527,GASOLINE,986957,Infiniti,Q50,car,2014
528,C0528,GASOLINE,10351283,Polaris,Slingshot,car,2017
529,C0529,ELECTRIC,4157605,BMW,i3,car,2017
530,C0530,GASOLINE,15794998,Nissan,Maxima,car,2017
531,C0531,GASOLINE,2389074,Hyundai,Elantra,car,2020
532,C0532,GASOLINE,15054143,Dodge,Challenger,car,2017
533,C0533,GASOLINE,3552703,Mazda,MX-5 Miata RF,car,2017
534,C0534,GASOLINE,5917679,Lexus,IS 250 C,car,2010
535,C0535,GASOLINE,15483437,Porsche,Cayman,car,2016
536,C0536,GASOLINE,9753421,Jeep,Wrangler,suv,2011
537,C0537,GASOLINE,12173865,Chevrolet,Spark,car,2020
538,C0538,GASOLINE,12173865,Chevrolet,Spark,car,2020
539,C0539,GASOLINE,8802840,Nissan,Altima,car,2019
540,C0540,GASOLINE,8802840,Toyota,Camry,car,2019
541,C0541,GASOLINE,1311189,Toyota,Camry,car,2012
542,C0542,GASOLINE,241505,Ford,Explorer,suv,2018
543,C0543,GASOLINE,7402919,Nissan,Sentra,car,2019
544,C0544,GASOLINE,241505,BMW,3 Series,car,2017
545,C0545,GASOLINE,13262048,Honda,Civic,car,2016
546,C0546,GASOLINE,11156898,Ford,Explorer,suv,2016
547,C0547,GASOLINE,11286951,Mazda,3,car,2011
548,C0548,GASOLINE,13267358,Kia,Forte,car,2018
549,C0549,GASOLINE,9149566,Subaru,Impreza,car,2017
550,C0550,GASOLINE,5750564,smart,fortwo,car,2012
551,C0551,GASOLINE,10859695,FIAT,500,car,2013
552,C0552,GASOLINE,11453264,Kia,Optima,car,2019
553,C0553,GASOLINE,11453264,Kia,Optima,car,2019
554,C0554,GASOLINE,9775326,Maserati,Ghibli,car,2016
555,C0555,GASOLINE,11638725,Chevrolet,Camaro,car,2015
556,C0556,HYBRID,15333428,Ford,Fusion,car,2014
557,C0557,GASOLINE,116705,Dodge,Grand Caravan,minivan,2013
558,C0558,GASOLINE,5411520,Audi,Q7,suv,2017
559,C0559,GASOLINE,3128743,BMW,3 Series,car,2011
560,C0560,GASOLINE,12152885,Mercedes-Benz,E-Class,car,2017
561,C0561,GASOLINE,11667592,Chevrolet,Cruze,car,2013
562,C0562,GASOLINE,10896084,Volvo,S60,car,2015
563,C0563,GASOLINE,5026593,Chevrolet,Camaro,car,2010
564,C0564,GASOLINE,1020997,Alfa Romeo,Stelvio,suv,2018
565,C0565,GASOLINE,6193406,Toyota,4Runner,suv,2018
566,C0566,GASOLINE,5026593,Chevrolet,Silverado 1500,truck,2018
567,C0567,GASOLINE,775682,Polaris,Slingshot,car,2016
568,C0568,GASOLINE,2673946,Volkswagen,Jetta,car,2013
569,C0569,GASOLINE,4209094,Jeep,Wrangler,suv,2015
570,C0570,GASOLINE,2673946,Volkswagen,Jetta,car,2011
571,C0571,ELECTRIC,1336641,Chevrolet,Bolt EV,car,2019
572,C0572,DIESEL,7155681,Mercedes-Benz,Sprinter,van,2015
573,C0573,GASOLINE,1000741,BMW,5 Series,car,2011
574,C0574,GASOLINE,1000741,Chevrolet,Malibu,car,2018
575,C0575,GASOLINE,1000741,Ford,Fusion,car,2015
576,C0576,GASOLINE,4209094,Toyota,Yaris,car,2007
577,C0577,GASOLINE,6064921,Toyota,Yaris,car,2014
578,C0578,GASOLINE,6064921,Honda,Accord,car,2015
579,C0579,GASOLINE,1569778,Ford,Mustang,car,2019
580,C0580,ELECTRIC,10466757,Tesla,Model S,car,2013
581,C0581,GASOLINE,11810576,Volvo,XC60,suv,2019
582,C0582,GASOLINE,15759976,Ford,Ranger,truck,2019
583,C0583,ELECTRIC,7153832,Tesla,Model 3,car,2018
584,C0584,GASOLINE,1198055,BMW,X5,suv,2016
585,C0585,GASOLINE,8929132,Volkswagen,Jetta,car,2020
586,C0586,ELECTRIC,7352969,Tesla,Model 3,car,2018
587,C0587,ELECTRIC,7015940,Tesla,Model 3,car,2019
588,C0588,DIESEL,8929132,Volkswagen,Golf,car,2015
589,C0589,GASOLINE,3037663,Jeep,Wrangler,suv,2018
590,C0590,GASOLINE,2891250,Toyota,4Runner,suv,2020
591,C0591,DIESEL,8929132,Volkswagen,Touareg,suv,2012
592,C0592,GASOLINE,6787135,Lexus,RX 350,suv,2017
593,C0593,GASOLINE,543986,Dodge,Challenger,car,2018
594,C0594,ELECTRIC,15803098,Tesla,Model 3,car,2018
595,C0595,GASOLINE,575040,Ford,Mustang,car,2017
596,C0596,GASOLINE,11198009,BMW,X5 M,suv,2016
597,C0597,GASOLINE,15023488,Kia,Soul,car,2015
598,C0598,ELECTRIC,1338963,Tesla,Model 3,car,2018
599,C0599,GASOLINE,15244649,Mercedes-Benz,CLA-Class,car,2014
600,C0600,GASOLINE,7153832,Jeep,Grand Cherokee,suv,2018
601,C0601,GASOLINE,9540759,Mazda,3,car,2016
602,C0602,GASOLINE,11406564,BMW,3 Series,car,2016
603,C0603,GASOLINE,15146686,Mitsubishi,Outlander,suv,2018
604,C0604,HYBRID,2282043,Toyota,Prius,car,2016
605,C0605,ELECTRIC,1459382,Tesla,Model 3,car,2020
606,C0606,DIESEL,10078940,Volkswagen,Passat,car,2014
607,C0607,,1822146,Land Rover,Range Rover Velar,suv,2019
608,C0608,GASOLINE,14252503,Chevrolet,Impala,car,2018
609,C0609,DIESEL,10078940,Volkswagen,Jetta,car,2014
610,C0610,GASOLINE,10308457,Hyundai,Sonata,car,2016
611,C0611,GASOLINE,3408997,BMW,3 Series Gran Turismo,car,2016
612,C0612,GASOLINE,3408997,Hyundai,Sonata,car,2016
613,C0613,GASOLINE,1338963,Chevrolet,Camaro,car,2017
614,C0614,GASOLINE,1446154,Toyota,Highlander,suv,2015
615,C0615,GASOLINE,1822146,Mercedes-benz,AMG GT,car,2019
616,C0616,GASOLINE,1446154,Chevrolet,Malibu,car,2017
617,C0617,GASOLINE,9806299,Mercedes-Benz,E-Class,car,2012
618,C0618,GASOLINE,15671258,Toyota,RAV4,suv,2013
619,C0619,GASOLINE,2485411,Hyundai,Sonata,car,2015
620,C0620,GASOLINE,2485411,Hyundai,Elantra GT,car,2014
621,C0621,GASOLINE,624447,Honda,Odyssey,minivan,2005
622,C0622,GASOLINE,12910433,Kia,Soul,car,2014
623,C0623,GASOLINE,1338963,Honda,Odyssey,minivan,2008
624,C0624,GASOLINE,1338963,Honda,Accord,car,2012
625,C0625,GASOLINE,1338963,Acura,TSX,car,2009
626,C0626,GASOLINE,1338963,Chevrolet,Cruze,car,2017
627,C0627,GASOLINE,493933,Toyota,Corolla,car,2017
628,C0628,GASOLINE,3400212,Honda,CR-V,suv,2012
629,C0629,GASOLINE,9052334,Mazda,3,car,2018
630,C0630,HYBRID,2967895,Hyundai,Ioniq Plug-In Hybrid,car,2019
631,C0631,GASOLINE,5909229,Toyota,RAV4,suv,2010
632,C0632,GASOLINE,3400212,Mazda,3,car,2012
633,C0633,GASOLINE,624447,Nissan,Versa,car,2008
634,C0634,GASOLINE,624447,Toyota,Yaris,car,2007
635,C0635,GASOLINE,624447,Nissan,Altima,car,2006
636,C0636,GASOLINE,624447,Toyota,Corolla,car,2007
637,C0637,GASOLINE,1097902,Land Rover,Range Rover Sport,suv,2016
638,C0638,GASOLINE,9923251,Toyota,Camry Solara,car,2008
639,C0639,ELECTRIC,76559,Tesla,Model 3,car,2018
640,C0640,GASOLINE,11350367,Mercedes-benz,C-Class,car,2019
641,C0641,ELECTRIC,4226617,Tesla,Model S,car,2014
642,C0642,GASOLINE,2580292,Volkswagen,CC,car,2014
643,C0643,GASOLINE,15767158,Nissan,Maxima,car,2012
644,C0644,GASOLINE,76559,Honda,Accord,car,2014
645,C0645,GASOLINE,5252641,Chevrolet,Camaro,car,2018
646,C0646,ELECTRIC,10447199,Tesla,Model 3,car,2019
647,C0647,GASOLINE,5252641,Jeep,Wrangler,suv,2018
648,C0648,GASOLINE,5252641,Jeep,Wrangler,suv,2016
649,C0649,GASOLINE,5252641,Infiniti,G37,car,2009
650,C0650,GASOLINE,5252641,Infiniti,G Sedan,car,2013
651,C0651,GASOLINE,9149244,Mercedes-Benz,G-Class,suv,2017
652,C0652,GASOLINE,960324,Ford,Mustang,car,2018
653,C0653,ELECTRIC,579281,Chevrolet,Bolt EV,car,2017
654,C0654,HYBRID,10820853,Ford,Fusion Hybrid,car,2018
655,C0655,GASOLINE,10820853,Toyota,4Runner,suv,2017
656,C0656,ELECTRIC,1152983,Tesla,Model 3,car,2018
657,C0657,GASOLINE,14231396,BMW,6 Series,car,2017
658,C0658,GASOLINE,15273799,Buick,Enclave,suv,2014
659,C0659,GASOLINE,14461982,Volkswagen,Jetta,car,2013
660,C0660,GASOLINE,2774515,Land Rover,Range Rover Evoque,suv,2015
661,C0661,GASOLINE,2774515,Mercedes-Benz,C-Class,car,2016
662,C0662,HYBRID,2774515,Toyota,Camry Hybrid,car,2017
663,C0663,GASOLINE,2774515,Mercedes-Benz,E-Class,car,2017
664,C0664,GASOLINE,2774515,Mercedes-Benz,C-Class,car,2016
665,C0665,DIESEL,1152983,Mercedes-benz,Sprinter,van,2019
666,C0666,ELECTRIC,606983,Tesla,Model X,suv,2017
667,C0667,DIESEL,2774515,Audi,Q7,suv,2010
668,C0668,GASOLINE,2774515,FIAT,500L,car,2014
669,C0669,GASOLINE,2774515,Audi,A3,car,2016
670,C0670,GASOLINE,10393755,Jeep,Compass,suv,2015
671,C0671,GASOLINE,2774515,FIAT,500,car,2015
672,C0672,GASOLINE,2774515,BMW,3 Series,car,2011
673,C0673,GASOLINE,2774515,Toyota,Camry,car,2014
674,C0674,GASOLINE,2774515,MINI,Cooper,car,2015
675,C0675,GASOLINE,2774515,Nissan,Altima,car,2014
676,C0676,GASOLINE,2774515,Honda,Accord,car,2009
677,C0677,GASOLINE,9577322,Honda,Civic,car,2017
678,C0678,GASOLINE,2774515,Nissan,Sentra,car,2014
679,C0679,GASOLINE,4878601,Nissan,Armada,suv,2017
680,C0680,GASOLINE,5707658,Audi,allroad,car,2013
681,C0681,GASOLINE,10393755,MINI,Cooper,car,2009
682,C0682,GASOLINE,4175693,Lexus,RX 350,suv,2009
683,C0683,GASOLINE,5427718,Lincoln,Continental,car,2018
684,C0684,GASOLINE,14952815,Porsche,Panamera,car,2014
685,C0685,ELECTRIC,8422770,Tesla,Model X,suv,2017
686,C0686,ELECTRIC,8422770,Tesla,Model 3,car,2019
687,C0687,ELECTRIC,8422770,Tesla,Model 3,car,2018
688,C0688,GASOLINE,1828469,Porsche,Cayenne,suv,2013
689,C0689,ELECTRIC,11310544,Tesla,Model 3,car,2020
690,C0690,GASOLINE,14909622,Volkswagen,Golf GTI,car,2017
691,C0691,ELECTRIC,10255932,Tesla,Model S,car,2016
692,C0692,,8422770,Polaris,Slingshot,car,2020
693,C0693,GASOLINE,6975072,Chevrolet,Camaro,car,2010
694,C0694,GASOLINE,15035987,Cadillac,ATS,car,2016
695,C0695,GASOLINE,11259843,Chevrolet,Suburban,suv,2019
696,C0696,GASOLINE,297992,Mercedes-Benz,GLC-Class,suv,2018
697,C0697,GASOLINE,10526010,Chevrolet,Express,van,2017
698,C0698,GASOLINE,297992,Mercedes-benz,C-Class,car,2019
699,C0699,GASOLINE,9189775,Cadillac,XTS,car,2014
700,C0700,GASOLINE,11036010,Honda,Civic,car,2008
701,C0701,HYBRID,1092884,Lexus,ES 300h,car,2016
702,C0702,GASOLINE,3973373,Honda,Accord,car,2010
703,C0703,GASOLINE,1092884,Toyota,Sienna,minivan,2014
704,C0704,GASOLINE,1092884,Toyota,Tundra,truck,2014
705,C0705,GASOLINE,1497130,Honda,Odyssey,minivan,2018
706,C0706,GASOLINE,3973373,Nissan,Altima,car,2013
707,C0707,HYBRID,1497130,Toyota,Prius,car,2018
708,C0708,HYBRID,1092884,Toyota,Camry Hybrid,car,2014
709,C0709,GASOLINE,11446479,Kia,Rio,car,2009
710,C0710,ELECTRIC,14608920,Tesla,Model 3,car,2019
711,C0711,GASOLINE,8437960,Honda,Civic,car,2016
712,C0712,GASOLINE,1993395,Toyota,4Runner,suv,2018
713,C0713,GASOLINE,11614798,Mazda,MX-5 Miata,car,2008
714,C0714,GASOLINE,15015038,Nissan,Sentra,car,2015
715,C0715,GASOLINE,14608920,Honda,Odyssey,minivan,2012
716,C0716,ELECTRIC,1629574,Tesla,Model S,car,2014
717,C0717,ELECTRIC,1993395,Tesla,Model 3,car,2017
718,C0718,GASOLINE,3434139,Jeep,Gladiator,truck,2020
719,C0719,GASOLINE,14624992,FIAT,124 Spider,car,2017
720,C0720,GASOLINE,818232,Aston Martin,V12 Vantage S,car,2015
721,C0721,GASOLINE,9206562,BMW,3 Series,car,2012
722,C0722,GASOLINE,3434139,Volkswagen,Atlas,suv,2019
723,C0723,ELECTRIC,2575297,Tesla,Model 3,car,2019
724,C0724,GASOLINE,7354038,Mercedes-Benz,C-Class,car,2015
725,C0725,ELECTRIC,9113917,Tesla,Model S,car,2014
726,C0726,GASOLINE,11614798,Ford,Fusion,car,2013
727,C0727,GASOLINE,14745363,Honda,Accord,car,2014
728,C0728,GASOLINE,7760472,Chevrolet,Corvette,car,2017
729,C0729,GASOLINE,14449699,BMW,X5,suv,2013
730,C0730,GASOLINE,3742034,BMW,M3,car,2011
731,C0731,GASOLINE,2196702,Cadillac,Escalade,suv,2016
732,C0732,GASOLINE,12916077,Mercedes-Benz,CLS-Class,car,2013
733,C0733,GASOLINE,3037725,Cadillac,Escalade,suv,2017
734,C0734,GASOLINE,367350,Subaru,Outback,suv,2017
735,C0735,GASOLINE,3037725,Jaguar,F-TYPE,car,2017
736,C0736,GASOLINE,4451172,Jaguar,F-TYPE,car,2018
737,C0737,GASOLINE,10961166,Kia,Optima,car,2013
738,C0738,HYBRID,9113917,Ford,C-Max,car,2013
739,C0739,GASOLINE,8681715,Dodge,Charger,car,2018
740,C0740,GASOLINE,9113917,Nissan,Altima,car,2018
741,C0741,GASOLINE,818232,BMW,X5,suv,2016
742,C0742,GASOLINE,14885602,Lexus,LX 570,suv,2016
743,C0743,GASOLINE,2196702,Mercedes-benz,GLE-Class,suv,2020
744,C0744,GASOLINE,7760472,Chevrolet,Silverado 2500HD,truck,2011
745,C0745,GASOLINE,12952974,GMC,Sierra 1500,truck,2015
746,C0746,GASOLINE,14533875,BMW,5 Series,car,2013
747,C0747,GASOLINE,7760472,Honda,Odyssey,minivan,2020
748,C0748,GASOLINE,11552057,Dodge,Challenger,car,2019
749,C0749,GASOLINE,2983459,Kia,Optima,car,2018
750,C0750,GASOLINE,2196702,GMC,Sierra 1500,truck,2016
751,C0751,DIESEL,3037725,Audi,A7,car,2016
752,C0752,GASOLINE,15148882,Chevrolet,Silverado 1500,truck,2016
753,C0753,GASOLINE,7760472,Hyundai,Santa Fe,suv,2013
754,C0754,GASOLINE,21255,Dodge,Challenger,car,2018
755,C0755,GASOLINE,3037725,Polaris,Slingshot,car,2017
756,C0756,GASOLINE,10929956,BMW,X1,suv,2017
757,C0757,DIESEL,1311366,BMW,3 Series,car,2011
758,C0758,GASOLINE,223058,Hyundai,Sonata,car,2012
759,C0759,GASOLINE,21255,GMC,Acadia,suv,2016
760,C0760,GASOLINE,9113917,Ford,Focus,car,2014
761,C0761,GASOLINE,10581294,FIAT,500,car,2013
762,C0762,GASOLINE,21255,Lexus,NX 200t,suv,2017
763,C0763,GASOLINE,2032137,BMW,4 Series,car,2018
764,C0764,GASOLINE,3876016,Hyundai,Elantra,car,2017
765,C0765,GASOLINE,871050,Polaris,Slingshot,car,2020
766,C0766,GASOLINE,7661635,BMW,3 Series,car,2018
767,C0767,GASOLINE,21255,Toyota,4Runner,suv,2013
768,C0768,GASOLINE,2032137,BMW,3 Series,car,2011
769,C0769,GASOLINE,21255,Ford,Mustang,car,2014
770,C0770,GASOLINE,10581294,MINI,Cooper,car,2013
771,C0771,GASOLINE,21255,Dodge,Challenger,car,2019
772,C0772,GASOLINE,21255,Dodge,Challenger,car,2019
773,C0773,GASOLINE,4293363,Audi,A6,car,2013
774,C0774,GASOLINE,4083567,Volkswagen,Jetta,car,2014
775,C0775,GASOLINE,4083567,Hyundai,Elantra,car,2014
776,C0776,GASOLINE,21255,Audi,S4,car,2010
777,C0777,,871050,Lexus,ES 300h,car,2013
778,C0778,HYBRID,871050,Lexus,RX 450h,suv,2011
779,C0779,GASOLINE,4083567,Ford,Focus,car,2014
780,C0780,GASOLINE,5529997,Jeep,Grand Cherokee,suv,2018
781,C0781,GASOLINE,21255,Subaru,Crosstrek,suv,2017
782,C0782,GASOLINE,2032137,Mercedes-Benz,C-Class,car,2013
783,C0783,GASOLINE,21255,Nissan,Murano,suv,2011
784,C0784,GASOLINE,10201100,Honda,CR-V,suv,2015
785,C0785,GASOLINE,21255,Audi,Q5,suv,2011
786,C0786,GASOLINE,1533258,Maserati,Ghibli,car,2015
787,C0787,GASOLINE,2032137,Audi,Q5,suv,2010
788,C0788,HYBRID,10201100,Toyota,Prius,car,2014
789,C0789,GASOLINE,3037170,Toyota,Camry,car,2015
790,C0790,GASOLINE,21255,Kia,Optima,car,2016
791,C0791,GASOLINE,2032137,Honda,Civic,car,2016
792,C0792,GASOLINE,21255,BMW,3 Series,car,2008
793,C0793,GASOLINE,2032137,Toyota,Corolla,car,2014
794,C0794,GASOLINE,21255,Toyota,RAV4,suv,2017
795,C0795,GASOLINE,21255,Mercedes-Benz,C-Class,car,2008
796,C0796,GASOLINE,21255,GMC,Acadia,suv,2011
797,C0797,GASOLINE,21255,Ford,Edge,suv,2011
798,C0798,GASOLINE,21255,Hyundai,Tucson,suv,2017
799,C0799,GASOLINE,21255,Kia,Soul,car,2016
800,C0800,GASOLINE,21255,Kia,Soul,car,2015
801,C0801,GASOLINE,3037170,Jeep,Patriot,suv,2016
802,C0802,GASOLINE,21255,Nissan,Versa,car,2017
803,C0803,GASOLINE,21255,Dodge,Avenger,car,2014
804,C0804,GASOLINE,21255,Hyundai,Elantra,car,2015
805,C0805,GASOLINE,21255,Mazda,3,car,2012
806,C0806,GASOLINE,21255,Kia,Soul,suv,2019
807,C0807,GASOLINE,14441110,Ford,Fusion,car,2015
808,C0808,GASOLINE,21255,Pontiac,G6,car,2008
809,C0809,ELECTRIC,4939761,Tesla,Model 3,car,2018
810,C0810,ELECTRIC,7983301,Tesla,Model S,car,2018
811,C0811,HYBRID,4939761,Lexus,CT 200h,car,2011
812,C0812,GASOLINE,3871887,Ram,3500,truck,2017
813,C0813,GASOLINE,14585247,Dodge,Grand Caravan,minivan,2011
814,C0814,GASOLINE,1179125,Porsche,Panamera,car,2014
815,C0815,ELECTRIC,11294355,Tesla,Model X,suv,2019
816,C0816,ELECTRIC,11117757,Tesla,Model 3,car,2019
817,C0817,GASOLINE,11810141,Land Rover,LR4,suv,2014
818,C0818,GASOLINE,11810141,Ford,Mustang,car,2015
819,C0819,GASOLINE,15249264,Chevrolet,Cruze Limited,car,2016
820,C0820,GASOLINE,1430131,Chrysler,300,car,2011
821,C0821,GASOLINE,741230,Mercedes-Benz,C-Class,car,2016
822,C0822,GASOLINE,15249264,GMC,Sierra 1500,truck,2015
823,C0823,ELECTRIC,925155,Tesla,Model 3,car,2018
824,C0824,GASOLINE,11810141,Jeep,Wrangler,suv,2015
825,C0825,GASOLINE,15249264,Chevrolet,Equinox,suv,2016
826,C0826,GASOLINE,14575412,Mercedes-Benz,E-Class,car,2013
827,C0827,GASOLINE,7403429,Porsche,911,car,2006
828,C0828,GASOLINE,11612505,Nissan,Rogue,suv,2016
829,C0829,GASOLINE,11612505,Jeep,Patriot,suv,2016
830,C0830,GASOLINE,12032876,Jaguar,F-TYPE,car,2017
831,C0831,GASOLINE,14575412,BMW,3 Series,car,2011
832,C0832,GASOLINE,3988891,Toyota,86,car,2017
833,C0833,GASOLINE,5061667,Lincoln,Navigator,suv,2018
834,C0834,GASOLINE,14570214,Honda,Accord,car,2017
835,C0835,GASOLINE,9712432,Mercedes-Benz,CLA-Class,car,2018
836,C0836,GASOLINE,7066139,Mercedes-Benz,C-Class,car,2016
837,C0837,GASOLINE,14575412,Mitsubishi,Outlander,suv,2014
838,C0838,,844274,Polaris,Slingshot,car,2019
839,C0839,GASOLINE,15554886,Toyota,Corolla,car,2017
840,C0840,GASOLINE,1745880,Porsche,Cayman,car,2015
841,C0841,GASOLINE,5061667,Cadillac,ATS Coupe,car,2016
842,C0842,GASOLINE,7403429,Acura,TLX,car,2018
843,C0843,GASOLINE,4005874,Jaguar,XF,car,2017
844,C0844,GASOLINE,4709215,Buick,Enclave,suv,2016
845,C0845,GASOLINE,4709215,Chrysler,200,car,2012
846,C0846,GASOLINE,4709215,Ford,Fiesta,car,2012
847,C0847,GASOLINE,14892905,Ford,Fiesta,car,2019
848,C0848,GASOLINE,8231060,Toyota,Corolla,car,2009
849,C0849,GASOLINE,14216046,Ford,Escape,suv,2015
850,C0850,ELECTRIC,3970460,Tesla,Model 3,car,2019
851,C0851,GASOLINE,10889285,Honda,Pilot,suv,2014
852,C0852,GASOLINE,1074982,GMC,Yukon XL,suv,2019
