,car_index,rating,renterTripsTaken,reviewCount,rate_daily
3397,C3397,5.0,5,4,23
3398,C3398,4.99,115,106,50
3399,C3399,4.93,111,92,40
3400,C3400,5.0,74,65,38
3401,C3401,5.0,148,138,74
3402,C3402,4.9,46,39,36
3403,C3403,4.97,43,39,36
3404,C3404,5.0,59,54,82
3405,C3405,5.0,18,13,74
3406,C3406,5.0,32,31,79
3407,C3407,5.0,5,3,44
3408,C3408,5.0,91,85,48
3409,C3409,4.94,54,47,44
3410,C3410,5.0,4,4,49
3411,C3411,4.97,68,58,42
3412,C3412,,0,0,52
3413,C3413,5.0,16,13,53
3414,C3414,4.81,28,26,100
3415,C3415,4.91,117,91,124
3416,C3416,5.0,3,3,49
3417,C3417,5.0,26,20,35
3418,C3418,4.91,52,46,44
3419,C3419,5.0,2,1,333
3420,C3420,4.92,13,12,38
3421,C3421,4.89,54,47,44
3422,C3422,5.0,3,3,137
3423,C3423,4.86,35,22,134
3424,C3424,4.97,128,91,78
3425,C3425,5.0,1,1,41
3426,C3426,5.0,18,17,249
3427,C3427,5.0,51,46,35
3428,C3428,5.0,7,6,135
3429,C3429,4.96,87,72,124
3430,C3430,5.0,17,16,160
3431,C3431,4.98,47,43,39
3432,C3432,5.0,35,32,135
3433,C3433,4.94,19,16,149
3434,C3434,4.95,94,83,124
3435,C3435,5.0,4,4,180
3436,C3436,5.0,4,4,73
3437,C3437,4.96,80,70,35
3438,C3438,4.77,17,13,95
3439,C3439,4.93,91,69,99
3440,C3440,5.0,5,4,135
3441,C3441,5.0,42,41,82
3442,C3442,5.0,7,6,82
3443,C3443,4.96,51,46,169
3444,C3444,5.0,5,2,195
3445,C3445,4.99,95,88,80
3446,C3446,4.95,395,285,27
3447,C3447,5.0,9,7,69
3448,C3448,5.0,6,6,85
3449,C3449,5.0,6,3,127
3450,C3450,5.0,4,3,72
3451,C3451,4.0,7,5,85
3452,C3452,5.0,105,101,52
3453,C3453,5.0,29,26,50
3454,C3454,5.0,3,2,85
3455,C3455,4.97,45,35,149
3456,C3456,5.0,11,10,199
3457,C3457,4.93,159,135,50
3458,C3458,4.9,11,10,35
3459,C3459,5.0,14,10,45
3460,C3460,4.95,71,65,67
3461,C3461,5.0,1,1,180
3462,C3462,5.0,2,2,72
3463,C3463,5.0,13,13,149
3464,C3464,5.0,3,2,45
3465,C3465,5.0,43,36,49
3466,C3466,5.0,5,4,69
3467,C3467,4.93,44,28,36
3468,C3468,5.0,4,3,55
3469,C3469,5.0,41,35,69
3470,C3470,5.0,2,2,95
3471,C3471,4.67,13,12,47
3472,C3472,4.98,54,46,48
3473,C3473,4.77,93,74,248
3474,C3474,5.0,86,78,73
3475,C3475,5.0,22,20,229
3476,C3476,5.0,14,13,60
3477,C3477,5.0,3,3,300
3478,C3478,5.0,18,15,70
3479,C3479,4.83,14,12,65
3480,C3480,5.0,4,2,139
3481,C3481,4.96,62,53,288
3482,C3482,5.0,13,11,68
3483,C3483,4.79,20,19,54
3484,C3484,,0,0,143
3485,C3485,4.93,67,59,99
3486,C3486,4.98,45,43,44
3487,C3487,4.92,20,13,94
3488,C3488,4.82,87,71,59
3489,C3489,5.0,11,9,60
3490,C3490,4.81,108,91,70
3491,C3491,5.0,3,3,59
3492,C3492,5.0,10,7,65
3493,C3493,4.91,58,44,46
3494,C3494,4.64,133,98,79
3495,C3495,5.0,18,18,59
3496,C3496,5.0,9,9,100
3497,C3497,5.0,18,17,44
3498,C3498,5.0,16,14,62
3499,C3499,4.92,16,13,65
3500,C3500,4.6,13,10,62
3501,C3501,5.0,4,4,57
3502,C3502,5.0,15,13,60
3503,C3503,,0,0,40
3504,C3504,5.0,11,5,55
3505,C3505,4.93,63,56,48
3506,C3506,5.0,70,59,48
3507,C3507,5.0,25,20,109
3508,C3508,5.0,7,5,99
3509,C3509,4.71,16,14,48
3510,C3510,4.92,30,25,62
3511,C3511,,0,0,349
3512,C3512,5.0,5,3,65
3513,C3513,4.89,12,9,55
3514,C3514,4.83,99,80,49
3515,C3515,5.0,6,6,45
3516,C3516,5.0,76,67,59
3517,C3517,5.0,13,11,44
3518,C3518,5.0,2,2,40
3519,C3519,5.0,5,4,95
3520,C3520,4.73,18,15,99
3521,C3521,4.8,7,5,49
3522,C3522,5.0,1,1,40
3523,C3523,4.84,107,88,70
3524,C3524,5.0,9,8,85
3525,C3525,5.0,13,10,60
3526,C3526,5.0,4,3,80
3527,C3527,5.0,25,24,68
3528,C3528,4.67,34,24,50
3529,C3529,5.0,5,3,60
3530,C3530,5.0,1,1,50
3531,C3531,5.0,6,5,199
3532,C3532,,0,0,50
3533,C3533,5.0,10,6,52
3534,C3534,5.0,3,2,56
3535,C3535,,0,0,50
3536,C3536,5.0,3,1,45
3537,C3537,5.0,10,9,45
3538,C3538,5.0,2,2,55
3539,C3539,4.58,19,12,50
3540,C3540,5.0,16,14,65
3541,C3541,,1,0,55
3542,C3542,4.8,159,133,70
3543,C3543,4.84,42,31,45
3544,C3544,4.67,3,3,45
3545,C3545,5.0,17,12,79
3546,C3546,5.0,42,35,40
3547,C3547,4.67,8,6,45
3548,C3548,4.93,52,44,47
3549,C3549,4.86,21,14,46
3550,C3550,5.0,17,11,45
3551,C3551,4.97,41,33,49
3552,C3552,4.9,38,31,48
3553,C3553,4.95,25,22,49
3554,C3554,4.89,39,36,49
3555,C3555,4.94,19,18,60
3556,C3556,4.93,17,15,45
3557,C3557,5.0,13,10,50
3558,C3558,4.98,188,167,43
3559,C3559,5.0,9,9,108
3560,C3560,4.67,11,9,55
3561,C3561,4.8,8,5,40
3562,C3562,,0,0,75
3563,C3563,4.75,14,8,45
3564,C3564,4.71,106,92,40
3565,C3565,4.99,127,113,42
3566,C3566,5.0,5,4,149
3567,C3567,4.96,36,28,39
3568,C3568,4.94,40,34,39
3569,C3569,4.86,17,14,45
3570,C3570,4.25,10,8,70
3571,C3571,4.94,20,16,47
3572,C3572,4.79,21,19,47
3573,C3573,4.55,16,11,40
3574,C3574,5.0,10,6,42
3575,C3575,5.0,17,11,40
3576,C3576,5.0,7,5,42
3577,C3577,4.85,15,13,54
3578,C3578,4.93,50,43,49
3579,C3579,5.0,1,1,55
3580,C3580,4.92,15,13,41
3581,C3581,,0,0,45
3582,C3582,4.71,81,66,40
3583,C3583,5.0,20,19,45
3584,C3584,4.94,70,66,89
3585,C3585,4.86,10,7,82
3586,C3586,5.0,11,11,30
3587,C3587,4.75,4,4,40
3588,C3588,4.94,41,34,76
3589,C3589,,1,0,55
3590,C3590,,0,0,55
3591,C3591,4.86,9,7,35
3592,C3592,5.0,29,27,34
3593,C3593,4.8,14,10,39
3594,C3594,5.0,6,4,35
3595,C3595,5.0,9,8,31
3596,C3596,5.0,18,15,149
3597,C3597,5.0,8,6,55
3598,C3598,4.96,176,150,124
3599,C3599,4.74,20,19,53
3600,C3600,4.75,25,20,59
3601,C3601,5.0,43,41,209
3602,C3602,5.0,55,50,104
3603,C3603,5.0,9,7,98
3604,C3604,5.0,7,6,108
3605,C3605,5.0,1,1,209
3606,C3606,4.97,44,40,60
3607,C3607,4.97,109,103,82
3608,C3608,4.78,9,9,55
3609,C3609,5.0,4,4,334
3610,C3610,4.92,41,39,69
3611,C3611,4.92,86,85,70
3612,C3612,5.0,16,14,74
3613,C3613,,0,0,150
3614,C3614,4.89,91,88,57
3615,C3615,5.0,1,1,60
3616,C3616,,1,0,68
3617,C3617,4.84,33,31,25
3618,C3618,4.89,38,36,37
3619,C3619,4.93,30,28,135
3620,C3620,5.0,6,5,116
3621,C3621,4.83,44,42,200
3622,C3622,5.0,7,7,125
3623,C3623,4.94,75,66,359
3624,C3624,5.0,11,10,75
3625,C3625,5.0,5,4,185
3626,C3626,4.76,162,140,112
3627,C3627,5.0,2,1,115
3628,C3628,5.0,2,2,275
3629,C3629,4.91,27,23,44
3630,C3630,4.71,94,75,66
3631,C3631,4.67,50,45,140
3632,C3632,4.92,167,146,97
3633,C3633,4.94,18,16,145
3634,C3634,5.0,3,2,69
3635,C3635,5.0,52,48,55
3636,C3636,4.0,5,4,185
3637,C3637,5.0,1,1,120
3638,C3638,5.0,35,29,330
3639,C3639,5.0,25,25,559
3640,C3640,4.88,217,188,98
3641,C3641,4.93,108,91,105
3642,C3642,4.94,35,33,155
3643,C3643,4.94,17,17,243
3644,C3644,5.0,51,47,425
3645,C3645,5.0,33,28,119
3646,C3646,,0,0,169
3647,C3647,4.86,15,14,149
3648,C3648,4.79,160,127,85
3649,C3649,4.67,12,12,459
3650,C3650,5.0,4,4,56
3651,C3651,4.89,9,9,105
3652,C3652,5.0,13,12,90
3653,C3653,4.96,26,23,85
3654,C3654,4.83,12,12,53
3655,C3655,4.82,84,62,74
3656,C3656,4.94,102,82,104
3657,C3657,4.92,56,51,88
3658,C3658,4.77,78,65,75
3659,C3659,5.0,3,3,499
3660,C3660,5.0,4,4,80
3661,C3661,4.83,45,35,88
3662,C3662,,0,0,129
3663,C3663,5.0,9,8,143
3664,C3664,5.0,2,1,72
3665,C3665,5.0,31,26,89
3666,C3666,5.0,41,38,128
3667,C3667,,0,0,295
3668,C3668,5.0,7,7,149
3669,C3669,4.82,119,106,74
3670,C3670,5.0,1,1,74
3671,C3671,4.85,141,125,70
3672,C3672,4.83,109,93,70
3673,C3673,4.85,87,80,33
3674,C3674,4.95,73,62,34
3675,C3675,5.0,13,11,55
3676,C3676,5.0,12,11,170
3677,C3677,,0,0,76
3678,C3678,4.91,40,34,425
3679,C3679,5.0,40,36,112
3680,C3680,4.96,83,77,52
3681,C3681,4.82,40,34,62
3682,C3682,4.94,176,158,33
3683,C3683,5.0,1,1,55
3684,C3684,,0,0,95
3685,C3685,,0,0,92
3686,C3686,4.97,63,59,85
3687,C3687,4.98,54,46,33
3688,C3688,5.0,61,58,82
3689,C3689,5.0,17,15,33
3690,C3690,4.78,79,58,62
3691,C3691,4.94,21,16,56
3692,C3692,4.98,61,53,33
3693,C3693,4.97,45,39,72
3694,C3694,5.0,3,3,78
3695,C3695,4.95,93,87,75
3696,C3696,,0,0,35
3697,C3697,5.0,4,3,45
3698,C3698,4.8,17,15,80
3699,C3699,4.9,47,41,77
3700,C3700,4.97,86,69,45
3701,C3701,5.0,4,4,49
3702,C3702,4.0,3,1,72
3703,C3703,4.84,45,44,70
3704,C3704,4.64,15,14,80
3705,C3705,4.92,44,38,48
3706,C3706,4.92,40,37,37
3707,C3707,4.83,44,35,62
3708,C3708,5.0,3,3,77
3709,C3709,4.87,99,79,48
3710,C3710,5.0,4,4,72
3711,C3711,,1,0,65
3712,C3712,5.0,20,15,62
3713,C3713,5.0,2,2,49
3714,C3714,5.0,11,10,56
3715,C3715,4.77,84,71,37
3716,C3716,4.98,147,139,149
3717,C3717,5.0,9,7,90
3718,C3718,5.0,8,7,99
3719,C3719,4.98,46,43,29
3720,C3720,4.98,108,101,74
3721,C3721,4.86,22,21,124
3722,C3722,5.0,20,18,140
3723,C3723,5.0,22,21,29
3724,C3724,4.96,25,23,33
3725,C3725,5.0,29,24,80
3726,C3726,,0,0,109
3727,C3727,4.89,23,19,38
3728,C3728,5.0,81,74,109
3729,C3729,5.0,59,55,71
3730,C3730,4.9,16,10,29
3731,C3731,4.84,27,25,169
3732,C3732,4.91,113,104,119
3733,C3733,5.0,23,23,98
3734,C3734,5.0,13,12,325
3735,C3735,4.99,76,75,165
3736,C3736,4.96,131,122,49
3737,C3737,4.96,67,57,44
3738,C3738,5.0,6,6,69
3739,C3739,4.98,93,89,149
3740,C3740,5.0,18,17,79
3741,C3741,4.93,39,30,40
3742,C3742,4.71,81,65,47
3743,C3743,4.96,29,25,125
3744,C3744,5.0,32,29,69
3745,C3745,4.77,13,13,52
3746,C3746,4.92,26,24,41
3747,C3747,5.0,47,43,67
3748,C3748,4.78,103,93,39
3749,C3749,4.94,70,62,89
3750,C3750,5.0,18,15,30
3751,C3751,4.88,18,16,35
3752,C3752,4.98,61,48,65
3753,C3753,5.0,8,8,155
3754,C3754,4.97,120,104,88
3755,C3755,5.0,40,33,99
3756,C3756,4.96,30,26,120
3757,C3757,4.96,62,55,32
3758,C3758,5.0,26,25,98
3759,C3759,4.97,42,38,106
3760,C3760,4.95,50,43,59
3761,C3761,4.74,202,175,41
3762,C3762,5.0,1,1,64
3763,C3763,4.78,227,202,41
3764,C3764,4.73,12,11,52
3765,C3765,4.93,60,57,79
3766,C3766,5.0,5,3,59
3767,C3767,4.83,185,156,42
3768,C3768,5.0,60,56,79
3769,C3769,4.83,91,78,46
3770,C3770,4.8,75,64,35
3771,C3771,4.99,77,72,119
3772,C3772,5.0,5,5,149
3773,C3773,4.84,251,214,46
3774,C3774,4.78,249,212,41
3775,C3775,4.96,28,26,120
3776,C3776,5.0,3,2,57
3777,C3777,4.76,133,112,49
3778,C3778,4.73,55,44,58
3779,C3779,4.61,119,99,35
3780,C3780,5.0,9,9,59
3781,C3781,4.98,91,81,89
3782,C3782,5.0,7,7,28
3783,C3783,4.95,20,20,58
3784,C3784,5.0,2,1,40
3785,C3785,5.0,31,26,65
3786,C3786,4.83,68,53,54
3787,C3787,4.75,82,73,62
3788,C3788,,0,0,180
3789,C3789,4.89,45,38,52
3790,C3790,5.0,16,15,62
3791,C3791,4.78,62,51,58
3792,C3792,4.89,91,76,48
3793,C3793,5.0,30,29,59
3794,C3794,5.0,16,13,40
3795,C3795,4.97,42,36,39
3796,C3796,4.85,43,34,79
3797,C3797,5.0,25,20,74
3798,C3798,4.81,85,72,51
3799,C3799,5.0,12,9,99
3800,C3800,5.0,65,57,30
3801,C3801,5.0,16,14,128
3802,C3802,4.92,15,13,41
3803,C3803,4.98,100,90,99
3804,C3804,4.95,59,55,69
3805,C3805,4.65,96,78,59
3806,C3806,4.86,24,22,79
3807,C3807,4.92,26,24,39
3808,C3808,4.97,119,112,79
3809,C3809,5.0,10,6,84
3810,C3810,4.81,48,43,34
3811,C3811,4.88,159,130,52
3812,C3812,5.0,42,37,69
3813,C3813,4.85,102,79,48
3814,C3814,,0,0,35
3815,C3815,4.78,346,280,55
3816,C3816,4.93,61,57,69
3817,C3817,4.73,117,78,26
3818,C3818,5.0,37,32,49
3819,C3819,4.95,53,43,36
3820,C3820,5.0,7,6,32
3821,C3821,5.0,17,15,89
3822,C3822,4.81,82,68,44
3823,C3823,5.0,45,44,95
3824,C3824,4.55,53,38,28
3825,C3825,4.96,33,27,69
3826,C3826,4.85,72,62,46
3827,C3827,5.0,32,30,69
3828,C3828,4.92,14,13,62
3829,C3829,5.0,17,14,60
3830,C3830,5.0,28,25,59
3831,C3831,5.0,10,7,82
3832,C3832,5.0,15,15,280
3833,C3833,5.0,5,5,130
3834,C3834,4.98,54,52,65
3835,C3835,5.0,5,3,85
3836,C3836,4.9,76,63,31
3837,C3837,5.0,25,18,69
3838,C3838,4.86,126,105,50
3839,C3839,4.93,34,30,49
3840,C3840,4.95,25,22,229
3841,C3841,5.0,20,18,49
3842,C3842,5.0,7,7,65
3843,C3843,5.0,34,32,49
3844,C3844,4.8,21,20,49
3845,C3845,4.87,44,39,39
3846,C3846,4.79,91,71,49
3847,C3847,4.98,58,54,69
3848,C3848,4.96,53,47,69
3849,C3849,4.82,41,33,59
3850,C3850,5.0,1,1,72
3851,C3851,4.76,27,25,89
3852,C3852,4.83,49,40,39
3853,C3853,5.0,32,26,59
3854,C3854,4.81,40,37,65
3855,C3855,5.0,18,15,39
3856,C3856,4.84,58,56,59
3857,C3857,5.0,27,22,75
3858,C3858,5.0,22,19,59
3859,C3859,4.67,104,79,44
3860,C3860,5.0,4,4,56
3861,C3861,4.99,87,75,52
3862,C3862,4.71,49,42,37
3863,C3863,4.98,47,44,49
3864,C3864,,0,0,125
3865,C3865,5.0,8,8,111
3866,C3866,,0,0,60
3867,C3867,4.94,16,16,245
3868,C3868,4.98,57,51,100
3869,C3869,5.0,33,30,59
3870,C3870,5.0,4,2,82
3871,C3871,5.0,31,28,297
3872,C3872,4.97,194,176,74
3873,C3873,5.0,15,14,128
3874,C3874,4.97,72,62,56
3875,C3875,5.0,11,10,227
3876,C3876,4.97,38,35,59
3877,C3877,4.9,203,174,36
3878,C3878,5.0,43,37,108
3879,C3879,4.92,25,24,59
3880,C3880,4.94,42,36,49
3881,C3881,4.9,87,79,111
3882,C3882,4.97,36,30,79
3883,C3883,4.88,18,17,79
3884,C3884,4.91,115,103,21
3885,C3885,5.0,9,8,40
3886,C3886,4.96,113,105,44
3887,C3887,4.86,8,7,70
3888,C3888,4.79,34,29,169
3889,C3889,4.97,47,38,49
3890,C3890,5.0,4,4,43
3891,C3891,5.0,12,11,49
3892,C3892,5.0,22,22,49
3893,C3893,5.0,55,46,54
3894,C3894,5.0,35,30,70
3895,C3895,5.0,7,6,94
3896,C3896,,0,0,60
3897,C3897,4.9,102,92,42
3898,C3898,4.94,142,128,62
3899,C3899,5.0,4,3,799
3900,C3900,5.0,2,2,82
3901,C3901,4.97,43,35,119
3902,C3902,5.0,5,5,79
3903,C3903,5.0,5,3,295
3904,C3904,5.0,22,21,249
3905,C3905,5.0,37,33,68
3906,C3906,5.0,2,2,51
3907,C3907,4.96,63,57,48
3908,C3908,5.0,38,30,72
3909,C3909,,0,0,400
3910,C3910,5.0,2,2,20
3911,C3911,4.97,42,34,31
3912,C3912,5.0,29,24,50
3913,C3913,5.0,15,13,89
3914,C3914,5.0,20,17,62
3915,C3915,5.0,32,27,60
3916,C3916,5.0,6,5,64
3917,C3917,5.0,2,2,174
3918,C3918,5.0,16,12,63
3919,C3919,5.0,13,10,61
3920,C3920,4.91,29,23,259
3921,C3921,5.0,1,1,172
3922,C3922,,0,0,98
3923,C3923,5.0,6,4,94
3924,C3924,4.95,52,42,149
3925,C3925,5.0,1,1,299
3926,C3926,5.0,46,39,48
3927,C3927,5.0,18,16,65
3928,C3928,5.0,11,8,97
3929,C3929,5.0,24,18,88
3930,C3930,4.81,36,26,34
3931,C3931,4.89,31,27,129
3932,C3932,5.0,6,5,38
3933,C3933,5.0,16,11,99
3934,C3934,5.0,1,1,76
3935,C3935,4.9,34,30,50
3936,C3936,4.96,30,24,82
3937,C3937,,0,0,88
3938,C3938,4.81,54,48,150
3939,C3939,5.0,30,27,59
3940,C3940,4.92,43,39,150
3941,C3941,4.97,82,61,59
3942,C3942,5.0,15,14,72
3943,C3943,4.95,53,41,59
3944,C3944,4.92,28,25,59
3945,C3945,,1,0,75
3946,C3946,4.92,28,24,89
3947,C3947,5.0,1,1,79
3948,C3948,4.94,95,82,54
3949,C3949,5.0,2,2,96
3950,C3950,5.0,2,2,75
3951,C3951,,0,0,75
3952,C3952,5.0,8,8,164
3953,C3953,5.0,16,14,115
3954,C3954,,1,0,225
3955,C3955,4.92,59,52,115
3956,C3956,4.92,12,12,75
3957,C3957,5.0,11,8,200
3958,C3958,5.0,51,45,159
3959,C3959,5.0,58,54,115
3960,C3960,5.0,40,36,99
3961,C3961,5.0,22,22,119
3962,C3962,5.0,2,1,93
3963,C3963,5.0,5,4,135
3964,C3964,5.0,28,26,164
3965,C3965,5.0,19,12,100
3966,C3966,4.97,33,31,102
3967,C3967,4.38,12,8,65
3968,C3968,5.0,9,7,94
3969,C3969,4.82,21,17,120
3970,C3970,5.0,11,11,139
3971,C3971,4.98,48,41,65
3972,C3972,5.0,67,55,79
3973,C3973,4.92,17,12,59
3974,C3974,5.0,16,15,75
3975,C3975,5.0,14,13,105
3976,C3976,5.0,39,34,70
3977,C3977,4.94,17,17,120
3978,C3978,5.0,11,10,89
3979,C3979,5.0,24,20,85
3980,C3980,5.0,37,32,90
3981,C3981,5.0,50,44,76
3982,C3982,5.0,6,4,120
3983,C3983,4.99,83,74,79
3984,C3984,5.0,5,5,55
3985,C3985,4.97,93,86,52
3986,C3986,5.0,66,57,79
3987,C3987,5.0,49,46,69
3988,C3988,5.0,6,6,105
3989,C3989,5.0,14,14,49
3990,C3990,4.99,72,67,46
3991,C3991,5.0,3,3,99
3992,C3992,4.75,17,16,144
3993,C3993,5.0,6,4,125
3994,C3994,5.0,44,38,53
3995,C3995,5.0,9,7,45
3996,C3996,4.63,8,8,28
3997,C3997,4.99,121,102,55
3998,C3998,5.0,30,25,195
3999,C3999,4.2,5,5,34
4000,C4000,5.0,22,13,30
4001,C4001,5.0,21,18,139
4002,C4002,5.0,109,96,54
4003,C4003,5.0,7,3,43
4004,C4004,4.99,86,76,67
4005,C4005,4.99,84,75,74
4006,C4006,4.69,15,13,64
4007,C4007,5.0,1,1,54
4008,C4008,,0,0,80
4009,C4009,5.0,1,1,70
4010,C4010,,0,0,70
4011,C4011,5.0,44,41,277
4012,C4012,4.89,48,38,45
4013,C4013,4.86,33,29,118
4014,C4014,4.93,70,60,81
4015,C4015,5.0,56,51,50
4016,C4016,4.99,90,85,81
4017,C4017,4.93,125,103,139
4018,C4018,5.0,1,1,142
4019,C4019,5.0,3,2,225
4020,C4020,5.0,5,5,80
4021,C4021,4.92,12,12,68
4022,C4022,5.0,98,90,99
4023,C4023,5.0,2,2,74
4024,C4024,4.89,48,36,146
4025,C4025,,0,0,55
4026,C4026,4.95,95,84,30
4027,C4027,5.0,18,18,145
4028,C4028,,1,0,125
4029,C4029,5.0,2,1,78
4030,C4030,4.98,67,58,30
4031,C4031,,0,0,80
4032,C4032,5.0,58,50,50
4033,C4033,5.0,8,8,112
4034,C4034,5.0,42,40,65
4035,C4035,5.0,55,49,299
4036,C4036,5.0,5,5,142
4037,C4037,5.0,78,65,78
4038,C4038,5.0,7,6,53
4039,C4039,,0,0,64
4040,C4040,5.0,9,7,88
4041,C4041,4.98,54,47,72
4042,C4042,4.44,14,9,120
4043,C4043,4.98,44,41,64
4044,C4044,5.0,6,6,70
4045,C4045,5.0,19,19,135
4046,C4046,5.0,98,92,299
4047,C4047,5.0,1,1,105
4048,C4048,5.0,11,10,320
4049,C4049,5.0,36,27,70
4050,C4050,5.0,34,31,57
4051,C4051,5.0,3,2,138
4052,C4052,5.0,69,60,124
4053,C4053,5.0,1,1,94
4054,C4054,,0,0,150
4055,C4055,5.0,11,10,50
4056,C4056,4.98,91,84,39
4057,C4057,4.99,80,76,75
4058,C4058,,0,0,60
4059,C4059,4.67,41,30,39
4060,C4060,,0,0,250
4061,C4061,5.0,13,11,62
4062,C4062,4.71,26,21,70
4063,C4063,5.0,9,9,59
4064,C4064,5.0,2,1,35
4065,C4065,5.0,1,1,90
4066,C4066,5.0,17,13,38
4067,C4067,4.97,34,30,55
4068,C4068,4.88,19,17,39
4069,C4069,5.0,42,40,62
4070,C4070,5.0,1,1,60
4071,C4071,5.0,21,15,39
4072,C4072,5.0,3,3,109
4073,C4073,4.84,141,98,26
4074,C4074,5.0,20,12,43
4075,C4075,4.96,32,28,50
4076,C4076,5.0,9,9,52
4077,C4077,4.6,11,10,75
4078,C4078,4.91,38,32,39
4079,C4079,5.0,16,12,69
4080,C4080,4.85,28,27,47
4081,C4081,,0,0,86
4082,C4082,4.91,25,22,45
4083,C4083,,0,0,695
4084,C4084,,0,0,38
4085,C4085,5.0,30,26,48
4086,C4086,5.0,14,11,55
4087,C4087,4.73,15,11,36
4088,C4088,5.0,20,20,45
4089,C4089,4.64,64,55,36
4090,C4090,4.79,44,34,35
4091,C4091,4.75,11,8,36
4092,C4092,5.0,13,13,199
4093,C4093,,0,0,100
4094,C4094,5.0,11,10,60
4095,C4095,5.0,1,1,175
4096,C4096,4.87,15,15,53
4097,C4097,4.96,63,54,44
4098,C4098,5.0,1,1,795
4099,C4099,5.0,2,2,100
4100,C4100,,0,0,180
4101,C4101,4.91,94,75,39
4102,C4102,,1,0,220
4103,C4103,5.0,1,1,60
4104,C4104,5.0,8,8,115
4105,C4105,,0,0,39
4106,C4106,4.71,7,7,35
4107,C4107,5.0,15,13,52
4108,C4108,4.98,48,44,41
4109,C4109,5.0,68,60,199
4110,C4110,5.0,22,22,159
4111,C4111,,0,0,42
4112,C4112,4.71,15,14,42
4113,C4113,5.0,25,22,45
4114,C4114,4.75,13,12,30
4115,C4115,5.0,6,3,37
4116,C4116,5.0,10,9,30
4117,C4117,4.94,18,16,30
4118,C4118,4.99,107,85,65
4119,C4119,4.96,89,71,35
4120,C4120,4.96,112,93,31
4121,C4121,5.0,8,6,225
4122,C4122,4.83,32,30,49
4123,C4123,4.94,119,97,25
4124,C4124,4.7,69,56,31
4125,C4125,4.51,79,59,32
4126,C4126,4.55,109,88,30
4127,C4127,4.68,65,56,29
4128,C4128,4.5,63,52,29
4129,C4129,5.0,25,20,54
4130,C4130,4.91,26,22,33
4131,C4131,4.9,65,48,49
4132,C4132,5.0,17,15,42
4133,C4133,5.0,22,20,141
4134,C4134,5.0,13,12,181
4135,C4135,5.0,2,1,220
4136,C4136,4.92,12,12,40
4137,C4137,4.96,61,48,62
4138,C4138,5.0,24,18,157
4139,C4139,5.0,15,14,126
4140,C4140,4.94,21,16,62
4141,C4141,,0,0,112
4142,C4142,5.0,22,20,86
4143,C4143,5.0,37,33,89
4144,C4144,5.0,24,22,82
4145,C4145,5.0,3,3,299
4146,C4146,5.0,19,18,118
4147,C4147,5.0,9,9,250
4148,C4148,5.0,11,9,80
4149,C4149,5.0,84,76,58
4150,C4150,4.89,110,94,40
4151,C4151,5.0,7,3,89
4152,C4152,4.29,16,7,45
4153,C4153,5.0,34,26,179
4154,C4154,4.86,17,14,69
4155,C4155,5.0,10,10,100
4156,C4156,4.88,19,17,67
4157,C4157,5.0,12,11,60
4158,C4158,5.0,7,6,75
4159,C4159,4.85,21,13,130
4160,C4160,4.64,18,14,61
4161,C4161,,0,0,450
4162,C4162,5.0,2,1,231
4163,C4163,4.93,19,15,174
4164,C4164,4.9,30,21,94
4165,C4165,5.0,8,6,69
4166,C4166,5.0,18,17,56
4167,C4167,5.0,1,1,248
4168,C4168,5.0,5,2,200
4169,C4169,5.0,14,9,112
4170,C4170,,0,0,98
4171,C4171,5.0,6,6,166
4172,C4172,4.9,11,10,89
4173,C4173,4.99,86,77,89
4174,C4174,5.0,5,5,125
4175,C4175,5.0,2,1,131
4176,C4176,5.0,42,41,99
4177,C4177,5.0,1,1,128
4178,C4178,4.83,6,6,166
4179,C4179,5.0,11,9,100
4180,C4180,,0,0,75
4181,C4181,4.92,17,12,203
4182,C4182,5.0,19,17,73
4183,C4183,4.92,56,49,36
4184,C4184,5.0,5,5,89
4185,C4185,,0,0,170
4186,C4186,5.0,7,6,119
4187,C4187,4.75,9,4,50
4188,C4188,4.97,40,39,52
4189,C4189,5.0,16,15,30
4190,C4190,5.0,3,3,47
4191,C4191,5.0,2,2,47
4192,C4192,5.0,16,16,153
4193,C4193,4.88,152,138,31
4194,C4194,5.0,1,1,50
4195,C4195,4.96,55,50,92
4196,C4196,5.0,4,4,124
4197,C4197,5.0,53,47,79
4198,C4198,,0,0,250
4199,C4199,4.97,109,96,40
4200,C4200,5.0,3,2,149
4201,C4201,4.95,22,20,49
4202,C4202,4.63,8,8,57
4203,C4203,4.94,16,16,76
4204,C4204,4.96,58,47,47
4205,C4205,4.97,34,33,139
4206,C4206,5.0,3,2,57
4207,C4207,4.84,36,31,122
4208,C4208,4.92,34,25,122
4209,C4209,5.0,6,5,79
4210,C4210,5.0,21,19,33
4211,C4211,5.0,20,20,40
4212,C4212,5.0,7,7,30
4213,C4213,5.0,4,1,115
4214,C4214,4.85,119,98,36
4215,C4215,5.0,2,2,84
4216,C4216,5.0,5,3,108
4217,C4217,3.67,3,3,35
4218,C4218,5.0,12,9,98
4219,C4219,5.0,27,26,50
4220,C4220,4.97,40,36,50
4221,C4221,4.97,36,30,50
4222,C4222,5.0,23,18,40
4223,C4223,5.0,28,25,55
4224,C4224,5.0,30,28,55
4225,C4225,5.0,3,3,40
4226,C4226,5.0,1,1,59
4227,C4227,,0,0,58
4228,C4228,,0,0,183
